  4.00000000E+01  4.99561840E-01  1.49789338E+00  2.49455523E+00  3.48955239E+00  4.48291177E+00  5.47471615E+00  6.46517292E+00  7.45471997E+00  8.44424870E+00  9.43494838E+00  1.04299677E+01  1.14276397E+01  1.24449058E+01  1.34380019E+01  1.45259598E+01  1.54116776E+01  1.67126014E+01  1.73248357E+01  1.90463338E+01  1.95212260E+01  2.16320405E+01  2.21311885E+01  2.45002055E+01  2.50445808E+01  2.76229499E+01  2.82100255E+01  3.09753088E+01  3.16014470E+01  3.45370876E+01  3.51989510E+01  3.82901414E+01  3.89845691E+01  4.22170715E+01  4.29409602E+01  4.63006480E+01  4.70508901E+01  5.05235444E+01  5.12969993E+01  5.48682191E+01  5.56617013E+01
  3.99607107E+01  4.99560934E-01  1.49788918E+00  2.49454440E+00  3.48953145E+00  4.48287677E+00  5.47466189E+00  6.46509109E+00  7.45459624E+00  8.44405530E+00  9.43465046E+00  1.04294661E+01  1.14269827E+01  1.24436291E+01  1.34371668E+01  1.45230939E+01  1.54120705E+01  1.67072900E+01  1.73237435E+01  1.90368670E+01  1.95115797E+01  2.16161556E+01  2.21138512E+01  2.44775634E+01  2.50203211E+01  2.75934086E+01  2.81787865E+01  3.09386259E+01  3.15629872E+01  3.44929768E+01  3.51529841E+01  3.82383080E+01  3.89308034E+01  4.21572295E+01  4.28791146E+01  4.62325295E+01  4.69807030E+01  5.04469050E+01  5.12182334E+01  5.47828421E+01  5.55741473E+01
  3.99214214E+01  4.99560026E-01  1.49788497E+00  2.49453354E+00  3.48951045E+00  4.48284168E+00  5.47460752E+00  6.46500920E+00  7.45447263E+00  8.44386251E+00  9.43435371E+00  1.04289680E+01  1.14263275E+01  1.24423638E+01  1.34363214E+01  1.45202524E+01  1.54124369E+01  1.67020149E+01  1.73227594E+01  1.90274830E+01  1.95020721E+01  2.16003658E+01  2.20966150E+01  2.44550131E+01  2.49961545E+01  2.75639593E+01  2.81476411E+01  3.09020380E+01  3.15246242E+01  3.44489656E+01  3.51071187E+01  3.81865797E+01  3.88771449E+01  4.20974989E+01  4.28173828E+01  4.61645292E+01  4.69106366E+01  5.03703913E+01  5.11395957E+01  5.46975985E+01  5.54867293E+01
  3.98821321E+01  4.99559115E-01  1.49788075E+00  2.49452264E+00  3.48948939E+00  4.48280651E+00  5.47455306E+00  6.46492725E+00  7.45434912E+00  8.44367031E+00  9.43405813E+00  1.04284734E+01  1.14256740E+01  1.24411095E+01  1.34354660E+01  1.45174351E+01  1.54127761E+01  1.66967760E+01  1.73218810E+01  1.90181814E+01  1.94927047E+01  2.15846714E+01  2.20794806E+01  2.44325551E+01  2.49720816E+01  2.75346026E+01  2.81165896E+01  3.08655455E+01  3.14863582E+01  3.44050542E+01  3.50613551E+01  3.81349567E+01  3.88235939E+01  4.20378799E+01  4.27557648E+01  4.60966474E+01  4.68406911E+01  5.02940033E+01  5.10610862E+01  5.46124883E+01  5.53994474E+01
  3.98428428E+01  4.99558201E-01  1.49787651E+00  2.49451172E+00  3.48946827E+00  4.48277125E+00  5.47449849E+00  6.46484524E+00  7.45422571E+00  8.44347868E+00  9.43376370E+00  1.04279821E+01  1.14250224E+01  1.24398663E+01  1.34346008E+01  1.45146420E+01  1.54130872E+01  1.66915731E+01  1.73211059E+01  1.90089619E+01  1.94834791E+01  2.15690730E+01  2.20624487E+01  2.44101897E+01  2.49481026E+01  2.75053386E+01  2.80856323E+01  3.08291486E+01  3.14481896E+01  3.43612428E+01  3.50156935E+01  3.80834392E+01  3.87701506E+01  4.19783726E+01  4.26942609E+01  4.60288842E+01  4.67708666E+01  5.02177414E+01  5.09827053E+01  5.45275119E+01  5.53123018E+01
  3.98035536E+01  4.99557284E-01  1.49787226E+00  2.49450076E+00  3.48944709E+00  4.48273590E+00  5.47444382E+00  6.46476316E+00  7.45410238E+00  8.44328763E+00  9.43347040E+00  1.04274942E+01  1.14243726E+01  1.24386341E+01  1.34337263E+01  1.45118729E+01  1.54133696E+01  1.66864058E+01  1.73204317E+01  1.89998239E+01  1.94743971E+01  2.15535709E+01  2.20455202E+01  2.43879173E+01  2.49242180E+01  2.74761677E+01  2.80547695E+01  3.07928475E+01  3.14101186E+01  3.43175317E+01  3.49701341E+01  3.80320275E+01  3.87168151E+01  4.19189773E+01  4.26328713E+01  4.59612398E+01  4.67011634E+01  5.01416055E+01  5.09044530E+01  5.44426692E+01  5.52252927E+01
  3.97642643E+01  4.99556365E-01  1.49786800E+00  2.49448977E+00  3.48942585E+00  4.48270046E+00  5.47438904E+00  6.46468102E+00  7.45397915E+00  8.44309713E+00  9.43317823E+00  1.04270095E+01  1.14237247E+01  1.24374126E+01  1.34328428E+01  1.45091276E+01  1.54136226E+01  1.66812741E+01  1.73198559E+01  1.89907670E+01  1.94654602E+01  2.15381657E+01  2.20286958E+01  2.43657384E+01  2.49004283E+01  2.74470902E+01  2.80240015E+01  3.07566426E+01  3.13721454E+01  3.42739210E+01  3.49246771E+01  3.79807217E+01  3.86635877E+01  4.18596942E+01  4.25715961E+01  4.58937144E+01  4.66315816E+01  5.00655960E+01  5.08263296E+01  5.43579607E+01  5.51384201E+01
  3.97249750E+01  4.99555442E-01  1.49786372E+00  2.49447875E+00  3.48940456E+00  4.48266494E+00  5.47433416E+00  6.46459880E+00  7.45385599E+00  8.44290717E+00  9.43288717E+00  1.04265280E+01  1.14230788E+01  1.24362018E+01  1.34319505E+01  1.45064061E+01  1.54138457E+01  1.66761778E+01  1.73193757E+01  1.89817907E+01  1.94566702E+01  2.15228577E+01  2.20119763E+01  2.43436534E+01  2.48767339E+01  2.74181065E+01  2.79933286E+01  3.07205340E+01  3.13342703E+01  3.42304111E+01  3.48793229E+01  3.79295220E+01  3.86104686E+01  4.18005235E+01  4.25104357E+01  4.58263082E+01  4.65621214E+01  4.99897130E+01  5.07483352E+01  5.42733862E+01  5.50516844E+01
  3.96856857E+01  4.99554516E-01  1.49785943E+00  2.49446770E+00  3.48938320E+00  4.48262932E+00  5.47427917E+00  6.46451652E+00  7.45373292E+00  8.44271774E+00  9.43259721E+00  1.04260498E+01  1.14224348E+01  1.24350015E+01  1.34310498E+01  1.45037082E+01  1.54140383E+01  1.66711166E+01  1.73189884E+01  1.89728943E+01  1.94480287E+01  2.15076475E+01  2.19953626E+01  2.43216626E+01  2.48531351E+01  2.73892167E+01  2.79627512E+01  3.06845221E+01  3.12964936E+01  3.41870021E+01  3.48340715E+01  3.78784287E+01  3.85574580E+01  4.17414653E+01  4.24493901E+01  4.57590214E+01  4.64927830E+01  4.99139566E+01  5.06704699E+01  5.41889462E+01  5.49650856E+01
  3.96463964E+01  4.99553588E-01  1.49785513E+00  2.49445661E+00  3.48936178E+00  4.48259361E+00  5.47422407E+00  6.46443415E+00  7.45360991E+00  8.44252883E+00  9.43230835E+00  1.04255747E+01  1.14217929E+01  1.24338116E+01  1.34301410E+01  1.45010337E+01  1.54141998E+01  1.66660905E+01  1.73186914E+01  1.89640773E+01  1.94395374E+01  2.14925355E+01  2.19788555E+01  2.42997665E+01  2.48296324E+01  2.73604214E+01  2.79322695E+01  3.06486072E+01  3.12588155E+01  3.41436944E+01  3.47889233E+01  3.78274420E+01  3.85045562E+01  4.16825198E+01  4.23884595E+01  4.56918541E+01  4.64235666E+01  4.98383271E+01  5.05927341E+01  5.41046407E+01  5.48786240E+01
