   40.000000000000000     
 -1.56508140E-08  8.92935507E-08 -1.76998161E-02 -5.65314715E-09 -2.56692460E-05 -2.58914098E-09  6.15868275E-08 -3.75486860E-09  1.25903481E-09 -6.58550475E-10  1.18650014E-09 -5.19796365E-10  4.11915281E-10 -1.28640594E-11  2.41717607E-10  8.26757417E-10 -2.05746431E-10  7.50010085E-10  5.29625248E-11  1.77789945E-10 -7.15072833E-11  6.47870461E-11 -1.36797966E-11  7.71212153E-11 -5.67655637E-11 -8.25927246E-11  1.34726854E-11 -2.67020351E-11  2.40626705E-12  6.37616103E-12 -2.39497047E-11 -2.15774776E-11 -3.18544503E-11 -3.72335117E-11  4.58163104E-11 -7.49203703E-11  1.18028038E-10 -1.22651701E-10  5.97022166E-11 -7.93173992E-11 -2.33054890E-10 -1.23497741E-10  4.69247093E-11 -2.91415643E-10 -1.11058365E-10 -3.84532283E-12  5.99531816E-11 -1.53722634E-10  3.19553526E-11 -8.18337097E-12 -9.11650751E-12  2.77922352E-11 -3.87228599E-12  4.42723433E-11  5.91829114E-11  1.19479010E-11 -2.14811685E-11 -1.22919605E-11  3.50274426E-11 -4.91658400E-11  2.73279334E-12 -1.20929885E-11  4.51151513E-11 -5.80149199E-12  3.22571807E-11  1.98608786E-11  2.94556786E-11  1.36444466E-11 -8.31297077E-12 -9.09104486E-12 -2.88542336E-13 -4.49943752E-12  3.54214746E-12  5.16318448E-12  9.71041668E-12  4.37798566E-12  2.90046612E-12 -6.25794130E-12 -3.58291236E-12 -7.30887128E-12
 -8.92688178E-08 -4.70745665E-08 -1.52377501E-07 -3.06827587E-02 -1.03503065E-08  5.76168669E-05  2.41943197E-10  1.55442565E-07  1.05459546E-09 -8.66942434E-10  2.39779432E-10  1.52115800E-10 -2.34173945E-10 -4.93001655E-12 -1.87711170E-10 -5.70336786E-10  1.85762694E-10 -5.04736248E-10 -8.01511472E-11 -1.27643188E-10  1.93348126E-11 -7.34563688E-12  1.62113057E-11 -6.88567906E-12 -3.78918078E-11 -8.37895862E-11 -6.54207291E-12 -2.21390210E-10  2.84761780E-10 -1.06626791E-10 -9.76328730E-11 -1.03263585E-10 -1.46957940E-10 -9.13965565E-11  6.40405165E-11 -3.74438697E-11  3.72254519E-11  2.06801766E-11  1.25339546E-11  2.60002904E-11  5.66795512E-11  3.62506592E-11 -3.58839669E-11  1.01636503E-10  1.41344931E-11  1.97642785E-11 -3.85630925E-11  4.78065848E-11  5.43863460E-12  1.81790597E-12  8.86513882E-12 -1.96976659E-12  1.98146438E-11  5.49584787E-12  1.56042811E-11  4.00445002E-12 -1.24706099E-11 -1.17917070E-11  9.02473803E-13 -2.39701703E-12 -2.15585509E-11  7.20010141E-12 -1.50244631E-11 -2.78798580E-12 -1.75002629E-11  4.93479171E-12 -1.04013144E-11 -2.98333513E-12  3.11359219E-13 -2.70712809E-12  1.78323033E-12  5.19857940E-12  1.94910846E-12 -1.04790925E-11  3.27656968E-13  5.68203134E-12 -3.07896354E-12  1.61467514E-11 -5.30898617E-12 -2.85472388E-12
  1.76998160E-02  1.52376002E-07 -1.09972031E-07  1.85979335E-07 -4.34286775E-02 -1.00168817E-08  1.00140226E-04 -3.40194168E-09 -3.17633656E-07 -1.67255534E-10  3.63206105E-10 -6.68494096E-10  2.81250279E-10 -4.88987174E-11 -2.59917410E-10 -1.18112705E-09  2.56707199E-10 -8.31123012E-10  2.33703494E-11 -1.11417658E-10  5.50425052E-11 -2.60794328E-11 -1.24124062E-11  4.58073828E-10 -3.66038859E-10 -9.68356940E-10 -9.69763451E-11 -9.83684124E-11 -5.25798127E-10  2.94715761E-10  5.08285024E-10  3.22586419E-10  6.29576158E-10  3.87427794E-10 -2.28634598E-10  1.74838620E-10 -1.66340106E-10  1.27386034E-10 -3.83315775E-11  9.21119863E-11  1.49077752E-10  3.25588939E-11  2.50624384E-11 -1.79743555E-10 -1.42797783E-10  1.83767566E-11  7.47071101E-11 -1.66827708E-10  1.73744736E-11  3.50108065E-11 -8.18955491E-12 -4.02891388E-11 -1.40929252E-11 -1.21705100E-10 -1.89677759E-10  1.01155340E-11  1.14854789E-11  3.76523370E-12  2.95148305E-11 -8.97875846E-11  1.64674990E-12 -5.15659628E-11  1.45393156E-10 -3.97569030E-11  5.93519196E-11  5.54427193E-11  3.73011683E-11 -3.50689976E-12  4.84569095E-13  3.76787146E-11 -5.41288090E-11 -6.35296764E-11  6.73834189E-12 -2.41040972E-13  4.51865875E-12 -5.12612704E-11  5.77075652E-11 -3.03729193E-11  6.86582112E-11 -1.22475963E-11
  5.64842607E-09  3.06827584E-02 -1.85984751E-07 -2.04516404E-07 -2.07764185E-07  5.61137198E-02  1.60506404E-08  1.53456513E-04  5.49003130E-09 -5.54533470E-07  3.22557116E-09  1.84539422E-09 -1.86327281E-10 -4.68106932E-11 -5.96870930E-10 -1.70569914E-09  3.25882803E-10 -5.55471054E-11  1.48674908E-10  2.98576876E-10 -1.14095189E-10  1.18499712E-10 -6.85933114E-11  1.76362812E-10 -1.16467645E-10 -2.50249382E-10  2.23369221E-11  1.31377768E-10 -4.68938209E-10  2.07701369E-10  2.18081135E-10  9.17357594E-11 -4.99574986E-11 -1.35363312E-10  2.10597704E-10 -2.92822027E-10  3.14910445E-10 -1.37445909E-10  4.24618273E-11  1.53075801E-11  2.11757250E-10  9.71517789E-11 -3.86087117E-11  8.60289751E-11 -2.59782068E-11  1.02974468E-11  6.47431323E-12  3.06976745E-11 -2.88192605E-12  2.09506243E-11  1.15573271E-11 -5.27800035E-11 -4.22788432E-11 -1.56826164E-10 -2.45600750E-10  3.53395916E-13  3.42710480E-11  1.49373409E-11 -1.96219428E-11 -7.57850724E-12 -8.97092052E-13 -3.86168980E-13  8.02297771E-11 -2.47164159E-12  7.56273900E-12  2.95540321E-11  7.48644732E-12  7.98363284E-12  3.00584297E-11  5.77965436E-12 -9.56034779E-12 -3.04416376E-11  1.96728017E-11 -1.26969176E-11 -7.48348354E-12 -2.26000546E-11  3.00847790E-12 -7.64216427E-14  1.33380999E-12 -3.78674098E-12
  2.57461072E-05  1.03692073E-08  4.34286768E-02  2.07759195E-07 -3.30871996E-07 -2.50720463E-07  6.87836240E-02  2.50807257E-10 -2.17792415E-04  2.20490782E-10 -8.78507340E-07  3.00273496E-12  4.15797554E-09  2.22835803E-11 -1.28825311E-10 -2.12282228E-10 -1.52825168E-10  1.32504449E-09  2.13342480E-10  6.58025173E-10 -1.79270116E-10  2.48491691E-10 -7.80285300E-11  2.98230440E-10 -1.22303507E-10 -3.48173526E-10 -4.26127104E-11 -7.07591603E-11  1.13738012E-11  6.33096949E-11  1.39546264E-11 -1.32785943E-11 -1.92578526E-10 -2.61619450E-10  2.96328791E-10 -2.89769696E-10  3.84365343E-10 -1.84877133E-10  9.15594572E-11 -2.12510774E-11  1.25980750E-10  8.73460575E-11 -5.11270716E-11  1.61508493E-10  6.40622291E-11  1.99339320E-12 -2.69618518E-11  1.21095208E-10 -3.69215512E-11  3.76122108E-11 -1.45378184E-11 -7.26250177E-11 -3.05455677E-11 -1.31781247E-10 -1.95050381E-10  8.21884400E-12  3.39976395E-11  3.85358800E-11 -7.54060647E-11  2.68149894E-11  6.08093159E-13  2.76291290E-11  1.79110462E-11  1.86221049E-11  2.74042557E-12  6.49714634E-12 -1.82743724E-11  7.47505007E-12 -2.74465058E-12  9.62122654E-12 -1.66521656E-11 -1.95914844E-11 -3.63779566E-12  1.89621698E-13 -8.14048493E-12 -1.06428864E-11  8.27034033E-12 -8.45265648E-12 -3.57937157E-12 -1.53404168E-11
  2.59544794E-09 -5.77890472E-05  1.00089358E-08 -5.61137184E-02  2.50737500E-07 -4.89208674E-07 -3.12833117E-07 -8.14555894E-02 -1.08621809E-08  2.93202944E-04  2.70731574E-09 -1.31070901E-06 -1.59633224E-09  7.10435399E-09  1.32458735E-11  1.35779904E-09 -5.18150136E-10  2.03549192E-09  8.53935976E-11  2.42840418E-10  1.96079159E-11 -2.78851465E-10  8.19935146E-11 -3.34594986E-10 -5.12069964E-11 -4.99559042E-10 -1.28225712E-10 -5.66754079E-10  3.92144419E-10  1.64057035E-11  6.48772497E-11  9.60768935E-11  8.81374091E-12 -1.63599618E-10  2.72384520E-10 -3.10004990E-10  4.76330436E-10 -1.84333893E-10  3.26123586E-12  5.32754636E-11  4.08694566E-10  1.66107486E-10 -1.00666432E-10  4.56287306E-12 -6.35726756E-11  1.64475481E-11  9.66047882E-11 -6.38996134E-11 -5.92500723E-11 -7.84617607E-12  1.65342582E-11 -1.01809372E-10 -2.52895174E-11 -1.36839504E-10 -2.64991179E-10  3.22171550E-11  3.42024103E-11  4.18086145E-11 -5.07208764E-11  2.41773673E-11  4.26622612E-11  7.98657752E-12 -4.93116635E-12  2.42776639E-12 -2.29230122E-11 -2.23823077E-11 -1.87331147E-11  1.03298904E-11  4.52078209E-11  4.45662319E-11 -1.10932532E-11 -1.45428400E-11  1.76164044E-11  9.61853492E-12  1.11511599E-11  5.00920629E-14  1.49267316E-11 -4.73207384E-12  1.91322969E-11 -1.75108097E-11
 -6.19516888E-08 -2.27203280E-10 -1.00438931E-04 -1.60465479E-08 -6.87836215E-02  3.12853402E-07 -6.79682977E-07  2.78087990E-07  9.41378191E-02 -1.03237852E-08  3.79840796E-04  2.96013074E-09 -1.87094916E-06  5.76211343E-11 -1.05950375E-08  3.72230613E-09 -8.77487739E-10  1.62976160E-09 -1.03496316E-10 -7.82496806E-10  3.12565251E-10 -6.51895119E-10  2.07660454E-10 -4.56989176E-10  5.44727040E-11 -2.68803034E-10 -1.28696979E-10 -7.88383700E-10  1.08759659E-09 -3.03424711E-10 -1.99746394E-10  1.14846309E-10  4.54102735E-10  4.23929669E-10 -4.72094389E-10  3.75769678E-10 -4.28030006E-10  2.08969274E-10 -1.30291827E-10  3.00043912E-11 -9.53774792E-11 -9.55715081E-11  4.19485158E-11 -4.20366200E-10 -1.49176232E-10  4.33020844E-12  6.42437055E-11 -1.48571340E-11 -7.49519767E-11 -5.37039654E-12  3.46605393E-11 -4.98090211E-11 -1.99886849E-11 -1.56937240E-10 -3.18183450E-10  1.92407564E-11  3.82073108E-11  6.08660889E-11 -9.20150432E-11  3.40427924E-11 -1.61621089E-11 -1.18129451E-11  6.68795440E-11 -2.88672372E-11  3.96933711E-11 -9.16496092E-12  2.25414745E-12 -4.37449621E-11  4.01351493E-11  1.90113193E-11 -6.67272744E-11 -5.92841008E-11  4.04308637E-11 -1.11523798E-11  2.54216226E-11 -4.39647675E-11  2.94715277E-11 -3.16706766E-11  5.51828389E-11  2.68930265E-12
  3.76865941E-09 -1.56412397E-07  3.41261701E-09 -1.53913563E-04 -2.07358071E-10  8.14555853E-02 -2.78072399E-07 -9.02478092E-07  2.98299555E-07  1.06834590E-01  4.22359292E-09 -4.77789255E-04 -6.36806408E-09  2.55809974E-06 -7.91987118E-10 -1.68001476E-08  3.65903372E-10 -1.49608089E-09 -2.06298439E-10 -8.36618623E-10  1.54403429E-10 -3.50410452E-10  9.66558147E-11 -3.06079866E-10  2.69855461E-10  9.75741575E-10  2.31160705E-10  5.68159772E-10 -1.35871232E-10 -2.98898531E-11 -1.30355806E-10  4.02168642E-11  2.33093606E-10  2.45971995E-10 -3.33409007E-10  3.29496360E-10 -3.06568772E-10  1.26796119E-10 -2.37550232E-11  3.33828279E-11 -8.59804174E-11 -3.91369042E-11  3.23969688E-12  2.01074048E-11  1.63195549E-11  1.76175360E-11 -9.19340282E-11  2.11179281E-10 -6.61399965E-11 -8.23963424E-12 -4.70906619E-12 -4.06375384E-11 -1.43996812E-11 -1.51251119E-10 -2.95277804E-10  3.25954297E-11  5.16003460E-11  6.64785288E-11 -1.33609079E-10  8.78670234E-11 -4.17656465E-11 -1.98683948E-12  1.79644050E-11 -6.88563533E-12 -1.48909594E-11 -3.19769695E-11 -3.25167882E-11 -1.63361530E-11  6.11248680E-11  4.46630520E-11 -6.19105352E-11 -3.86686818E-11  3.77118049E-11  5.05228230E-12  3.40351558E-11 -4.47664412E-11  3.78569238E-11  7.29085769E-13  5.74070310E-11 -1.13557085E-12
 -1.26437191E-09 -1.04402420E-09  3.19515274E-07 -5.50057997E-09  2.18439897E-04  1.08615939E-08 -9.41378130E-02 -2.98293955E-07 -1.15771392E-06  3.34597765E-07 -1.19548532E-01  9.40509437E-09  5.87212786E-04 -2.03044362E-10  3.40761124E-06  9.06248999E-10 -2.20307657E-08 -2.10867346E-09 -2.86793283E-10  2.04273458E-10 -9.54929931E-11  4.60666429E-10 -1.82585345E-10  7.05825257E-10  2.25305562E-11  1.28986197E-09  3.96126214E-10  1.24337981E-09 -2.38382106E-10 -2.61781618E-10 -6.03221879E-10 -2.05548456E-10 -2.22635463E-11  2.29316811E-10 -3.02065769E-10  2.04628076E-10  1.92588422E-11 -1.74204680E-10  1.97370107E-10 -8.93829021E-11 -2.65951476E-10 -6.72518761E-11 -2.91687248E-12 -5.14665660E-11 -1.70537918E-11 -1.98536232E-11  6.55632176E-12 -7.06017791E-11  5.55467163E-11 -2.61368621E-11 -5.00360090E-12  5.02006828E-11 -2.14817978E-11 -1.17710778E-11 -1.61218563E-10  1.25490174E-11  6.92073801E-11  6.22096656E-11 -1.76334927E-10  1.61862218E-10 -4.76999319E-11  3.19990190E-11 -1.31458422E-10  6.25417451E-11 -1.10599207E-10 -1.39413324E-10 -1.07840794E-10 -2.98673937E-12  9.30005818E-11  2.32861408E-11 -4.61651380E-11 -3.45972335E-12  1.54211139E-11  2.48524181E-11  3.75519841E-11 -2.21038518E-11  2.70640184E-11 -6.69443008E-12  4.90738467E-11 -3.23596387E-11
  6.60206044E-10  8.67939904E-10  1.72748345E-10  5.57826549E-07 -2.15137699E-10 -2.94073154E-04  1.03373242E-08 -1.06834582E-01 -3.34602068E-07 -1.44563583E-06 -4.14172538E-07  1.32281317E-01  2.52148410E-08 -7.08219828E-04  9.99105195E-09  4.42068258E-06  1.73227375E-09 -3.00919172E-08  4.60864306E-10  1.60757901E-09  6.13653272E-11 -1.24684027E-09  4.98896168E-10 -1.44730225E-09  4.20453736E-10  9.77706814E-10  3.43400620E-10  4.29589242E-10  5.57610047E-10 -4.95719569E-10 -5.88648388E-10 -1.43163612E-10  4.74723403E-10  6.27310128E-10 -5.30463246E-10  1.16317026E-10  6.50404839E-10 -6.84152045E-10  6.45143962E-10 -2.48769491E-10 -1.49933647E-10  1.66197982E-10 -6.28353696E-11  6.13806540E-11 -1.13565179E-10 -4.18951422E-11  1.43406184E-10 -3.44520416E-10  8.37640771E-11  3.23515743E-11  3.70279347E-11  2.47866469E-11 -1.72939341E-11 -4.26347721E-11 -2.16230097E-10  1.57080036E-11  2.18847206E-11  7.21790738E-11 -1.92408557E-10  1.50046017E-10  1.76418513E-11  1.47195099E-11  3.72983597E-11 -5.45743076E-12 -1.54736363E-11 -3.13000724E-11  4.25060852E-12 -2.19219452E-11 -1.32339015E-11 -3.57997519E-11 -1.56119822E-11  4.09109126E-12  2.70068518E-11  7.85279288E-12  3.04736473E-11 -9.72112289E-11  1.34953362E-10 -6.36254546E-11  1.30386948E-10 -1.63298933E-11
