 FitRangeMin =   50.000000000000000     
 FitRangeMax =   60.000000000000000     

   1   0.5000000000004E+00   0.3480001186593E-08     0.00000000      50.0000
   2   0.1500000000044E+01   0.3966198302216E-06     0.00000015      50.0000
   3   0.2500000000049E+01   0.4404193318201E-06     0.00000017      50.0000
   4   0.3500000000136E+01   0.1217816302716E-05     0.00000046      50.0000
   5   0.4500000000008E+01   0.7440823550774E-07     0.00000003      50.0000
   6   0.5500000000189E+01   0.1694959830976E-05     0.00000064      50.0000
   7   0.6500000000112E+01   0.1009007232879E-05     0.00000038      50.0000
   8   0.7500000000276E+01   0.2478355461845E-05     0.00000093      50.0000
   9   0.9034497125522E+03   0.4073254818506E+07  1235.69887483      50.0000
  10   0.8986877970470E+03   0.4059028549491E+07  1233.53820994      50.0000
